objectID,x,y,people_total,avg,CI_low,CI_UP,county_level,smoker
5465,-122.35531,47.731671,245,0.28,27%,29%,53033,69
5466,-155.676705,20.021218,309,0.13,12%,13%,15001,39
5467,-91.42165,41.48502,18,0.27,24%,30%,19103,5
5468,-91.138088,40.822305,208,0.37,37%,38%,19057,78
5469,-95.298424,40.828943,16,0.21,18%,24%,19145,3
5470,-91.443871,42.484241,288,0.56,55%,57%,19055,161
5471,-74.025902,40.76617,103,0.05,4%,5%,34017,5
5472,-82.323913,29.659399,184,0.67,66%,68%,12001,123
5473,-79.932591,40.406018,332,0.45,44%,45%,42003,148
5474,-94.513459,37.048783,311,0.54,53%,55%,29145,168
5475,-89.770751,36.235055,251,0.8,79%,81%,29155,201
5476,-99.329692,39.757141,46,0.25,23%,26%,20147,11
5477,-98.580696,37.279455,40,0.12,10%,13%,20007,5
5478,-77.04798,35.541849,196,0.6,60%,61%,37013,119
5479,-77.053299,35.550649,397,0.73,73%,74%,37013,292
5480,-122.469981,48.750787,411,0.59,58%,59%,53073,241
5481,-87.895246,43.052727,207,0.3,29%,31%,55079,62
5482,-87.920036,43.020296,46,0.2,18%,21%,55079,9
5483,-90.173891,44.661177,213,0.17,16%,17%,55141,36
5484,-87.434331,44.612964,42,0.38,36%,40%,55061,16
5485,-92.622529,44.86593,133,0.53,52%,54%,55109,70
5486,-89.063607,42.509457,224,0.52,51%,53%,55105,117
5487,-81.860943,40.252308,295,0.64,63%,65%,39031,188
5488,-86.838848,33.495968,1013,0.69,69%,69%,1073,700
5489,-80.351696,41.010186,133,0.37,36%,38%,42073,49
5490,-76.294142,40.031668,623,0.18,17%,18%,42071,109
5491,-79.517263,40.815652,129,0.61,60%,62%,42005,79
5492,-96.636953,40.855667,124,0.17,16%,18%,31109,21
5493,-97.96851,40.371402,20,0.08,6%,10%,31035,2
5494,-96.142864,40.867899,19,0.52,49%,55%,31025,10
5495,-108.729473,35.537591,183,0.78,78%,79%,35031,144
5496,-78.800785,42.904212,32,0.17,16%,19%,36029,6
5497,-73.845806,40.951135,253,0.02,2%,3%,36119,6
5498,-88.203728,40.109842,0,0,0%,0%,17019,0
5499,-102.876024,42.120334,194,0.42,41%,43%,31013,81
5500,-72.336343,43.366153,107,0.26,25%,27%,33019,28
5501,-74.193677,40.733403,171,0.15,15%,16%,34013,26
5502,-96.165927,36.561934,250,0.63,62%,64%,40113,157
5503,-79.17618,35.486844,311,0.62,61%,63%,37105,194
5504,-73.056783,41.396779,90,0.27,26%,28%,9009,24
5505,-91.820935,35.116432,26,0.81,79%,83%,5145,21
5506,-85.700801,34.456045,154,0.66,65%,67%,1049,102
5507,-86.598233,34.722768,269,0.59,58%,59%,1089,157
5508,-86.577485,34.666166,119,0.51,49%,52%,1089,60
5509,-86.980045,34.612068,148,0.11,10%,12%,1103,16
5510,-85.964078,34.002759,204,0.56,55%,57%,1055,114
5510,-85.964078,34.002759,204,0.56,55%,57%,1055,114
5512,-106.532937,35.123625,396,0.39,39%,40%,35001,156
5513,-105.952614,35.689648,0,0,0%,0%,35049,0
5514,-75.624867,43.976311,63,0.07,6%,8%,36045,4
5515,-81.650575,29.655054,345,0.66,65%,67%,12107,227
5515,-81.650575,29.655054,345,0.66,65%,67%,12107,227
5517,-81.921077,26.668459,181,0.28,27%,29%,12071,51
5518,-81.967819,33.461285,385,0.7,69%,70%,13245,268
5519,-84.393049,33.767972,0,0,0%,0%,13121,0
5520,-77.041213,38.928663,0,0,0%,0%,11001,0
5521,-84.39466,33.765493,0,0,0%,0%,13121,0
5522,-76.886034,40.270911,0,0,0%,0%,42043,0
5523,-71.364079,41.809761,53,0.44,42%,46%,44007,23
5524,-71.392328,41.753628,107,0.32,30%,33%,44003,34
5525,-98.682357,34.231992,48,0.17,15%,18%,40141,8
5526,-76.617318,39.312004,309,0.79,79%,80%,24510,246
5527,-81.963327,28.062389,60,0.47,45%,48%,12105,28
5528,-79.243087,42.096226,214,0.27,26%,28%,36013,58
5529,-75.078022,40.014945,644,0.61,60%,62%,42101,393
5530,-97.363553,30.346042,60,0.4,37%,42%,48021,24
5531,-96.2325,32.444411,108,0.35,34%,36%,48257,38
5532,-94.36558,32.514549,126,0.37,36%,38%,48203,46
5533,-122.704081,45.47418,142,0.57,56%,59%,41051,82
5534,-87.691866,34.796703,259,0.72,71%,73%,1077,186
5535,-83.91588,43.406386,107,0.56,55%,57%,26145,60
5536,-90.063064,46.483018,138,0.34,33%,35%,26053,47
5537,-83.624056,42.231043,82,0.76,75%,77%,26161,62
5538,-81.529431,35.300391,348,0.41,40%,42%,37045,142
5538,-81.529431,35.300391,348,0.41,40%,42%,37045,142
5540,-80.214264,40.508564,63,0.55,53%,57%,42003,35
5541,-80.080741,40.409838,14,0.41,37%,45%,42003,6
5542,-81.247401,35.476351,603,0.6,59%,60%,37109,360
5543,-78.603761,34.618314,68,0.76,75%,78%,37017,52
5544,-96.902237,46.868933,246,0.57,56%,58%,38017,140
5545,-99.844729,48.665155,131,0.97,97%,98%,38079,127
5546,-99.069442,40.702502,310,0.44,43%,45%,31019,136
5547,-98.034139,42.129587,35,0.31,29%,33%,31003,11
5548,-77.40847,37.548966,1181,0.76,76%,76%,51760,899
5549,-84.421503,33.745504,129,0.6,59%,61%,13121,77
5550,-91.740809,35.245051,232,0.69,68%,69%,5145,159
5551,-94.095534,34.89138,175,0.49,48%,50%,5127,86
5552,-90.59024,34.523838,515,0.54,54%,55%,5107,279
5553,-85.393202,40.192765,99,0.78,77%,80%,18035,78
5554,-87.351278,41.558805,130,0.26,25%,28%,18089,34
5555,-86.149282,39.774634,354,0.7,69%,71%,18097,248
5556,-81.228535,34.707582,298,0.57,56%,57%,45023,169
5557,-122.710718,45.58818,255,0.57,57%,58%,41051,147
5558,-124.096345,43.701439,96,0.74,73%,75%,41019,71
5559,-124.499874,42.745635,113,0.61,60%,62%,41015,69
5560,-79.998725,40.451906,222,0.65,64%,66%,42003,144
5561,-82.68148,31.932658,60,0.49,48%,51%,13271,30
5562,-84.668436,33.515934,57,0.48,47%,50%,13121,28
5563,-84.32047,34.857235,104,0.61,60%,62%,13111,63
5564,-114.508828,42.724147,50,0.35,33%,37%,16053,17
5565,-75.379673,39.841685,85,0.33,31%,35%,42045,28
5566,-86.6156,30.410647,328,0.34,33%,35%,12091,112
5567,-87.696579,41.89836,433,0.33,32%,34%,17031,143
5568,-79.984933,37.289323,219,0.7,70%,71%,51770,154
5569,-77.218138,38.828905,227,0.35,34%,36%,51059,80
5570,-81.521269,36.8244,406,0.79,78%,79%,51173,319
5571,-122.30989,47.616455,115,0.51,50%,53%,53033,59
5572,-122.294769,47.542454,667,0.12,11%,12%,53033,77
5573,-87.627379,41.855116,149,0.44,43%,45%,17031,65
5574,-105.036766,39.737216,509,0.42,41%,42%,8031,213
5575,-85.19374,32.79949,116,0.49,47%,50%,1017,56
5576,-92.238093,34.757173,261,0.7,69%,70%,5119,182
5577,-92.327534,34.738834,36,0.63,60%,65%,5119,23
5578,-79.845836,40.416825,54,0.57,55%,59%,42003,31
5579,-76.877508,40.27819,165,0.36,35%,37%,42043,60
5580,-81.407077,33.399574,64,0.54,53%,56%,45011,35
5581,-79.563496,34.003093,130,0.57,56%,58%,45041,74
5582,-90.044574,35.150271,195,0.84,84%,85%,47157,165
5583,-73.92241,40.633566,2562,0.15,14%,15%,36047,376
5584,-95.598721,45.316838,98,0.16,15%,18%,27151,16
5585,-74.091606,40.695083,337,0,0%,0%,34017,1
5586,-73.918635,40.821403,2861,0.06,6%,7%,36005,185
5587,-75.381487,39.847119,532,0.55,55%,56%,42045,294
5588,-73.420915,41.401511,268,0.04,4%,5%,9001,12
5589,-72.928207,41.695287,518,0.29,28%,29%,9003,150
5590,-81.376706,40.803117,232,0.67,66%,67%,39151,155
5591,-86.21333,39.778592,464,0.57,56%,57%,18097,263
5592,-86.155569,39.786232,21,0.84,82%,87%,18097,18
5593,-87.988556,43.119833,105,0.26,25%,27%,55079,27
5594,-76.988899,38.817779,0,0,0%,0%,24033,0
5595,-98.330182,29.516778,58,0.35,33%,36%,48029,20
5596,-122.208906,47.709611,90,0.24,23%,25%,53033,22
5597,-78.701097,35.868879,105,0.54,53%,55%,37183,57
5598,-96.010504,32.168011,91,0.5,49%,52%,48213,46
5599,-97.657191,31.925033,55,0.17,15%,18%,48035,9
5600,-103.744347,30.978633,44,0.07,6%,8%,48389,3
5601,-98.735119,31.194692,73,0.29,27%,30%,48411,21
5602,-86.279491,34.345422,316,0.35,34%,36%,1095,111
5603,-86.596035,34.719098,114,0.69,68%,70%,1089,79
5604,-86.578253,35.149562,553,0.63,63%,64%,47103,351
5605,-85.711854,35.015305,381,0.63,62%,63%,47115,238
5606,-89.462782,41.371117,110,0.54,53%,55%,17011,59
5607,-83.37985,37.547958,83,0.66,65%,67%,21025,55
5608,-84.554097,38.214739,763,0.74,74%,75%,21209,568
5609,-84.56108,38.638669,64,0.48,46%,50%,21081,31
5610,-99.990254,40.860471,44,0.4,37%,42%,31047,17
5611,-97.377539,41.441233,93,0.17,16%,18%,31141,16
5612,-76.877551,40.276244,202,0.36,35%,37%,42043,73
5613,-79.760273,40.386576,197,0.45,44%,46%,42129,89
5614,-79.591656,40.020172,311,0.3,29%,31%,42051,94
5615,-86.485886,38.861617,284,0.59,59%,60%,18093,169
5616,-80.374542,25.567161,779,0.46,46%,47%,12086,361
5617,-75.079557,39.950201,107,0.23,22%,24%,34007,24
5618,-66.327006,18.412577,258,0.18,18%,19%,72143,47
5619,-71.376689,41.49864,35,0.23,21%,25%,44005,8
5620,-70.939033,41.704273,461,0.13,13%,14%,25005,61
5621,-71.785599,42.251233,56,0.4,38%,42%,25027,22
5622,-71.433379,41.772077,153,0.1,9%,10%,44007,15
5623,-71.454152,41.805726,47,0.2,18%,21%,44007,9
5624,-80.806133,28.611706,121,0.01,1%,2%,12009,2
5625,-118.192442,34.086933,1956,0.05,5%,6%,6037,105
5626,-88.797911,35.605377,375,0.55,54%,56%,47113,206
5627,-94.677479,31.610674,205,0.6,59%,61%,48347,123
5628,-87.533456,38.674421,86,0.63,62%,65%,18083,54
5629,-84.566837,30.908268,333,0.71,70%,71%,13087,235
5630,-75.164019,39.941339,130,0.39,38%,40%,42101,51
5631,-90.038645,35.158423,0,0,0%,0%,47157,0
5632,-87.269506,41.603842,0,0,0%,0%,18089,0
5633,-77.739594,39.644836,59,0.58,56%,60%,24043,34
5634,-75.862232,37.975573,51,0.35,33%,37%,24039,18
5635,-76.986241,38.959347,43,0.12,11%,14%,24033,5
5636,-74.162371,40.633355,1557,0.17,17%,18%,36085,271
5637,-73.907764,40.835077,4413,0.1,9%,10%,36005,420
5638,-88.294113,42.044967,0,0,0%,0%,17089,0
5639,-75.24438,39.917289,131,0.44,43%,45%,42101,57
5640,-75.163397,39.975149,1238,0.48,48%,49%,42101,600
5641,-75.443542,40.592638,176,0.21,20%,22%,42077,37
5642,-80.140644,40.504718,188,0.63,62%,64%,42003,119
5643,-79.864266,40.405567,127,0.61,59%,62%,42003,77
5644,-98.187136,26.129556,23,0,0%,1%,48215,0
5645,-122.614823,45.503203,83,0.54,52%,56%,41051,45
5646,-98.013901,28.982139,0,0,0%,0%,48255,0
5647,-96.402304,30.184319,585,0.46,45%,46%,48477,267
5648,-80.000239,40.478188,1584,0.52,51%,52%,42003,819
5649,-75.153265,39.966427,457,0.42,42%,43%,42101,194
5650,-79.870178,36.070799,91,0.68,66%,69%,37081,61
5651,-89.374916,40.160189,372,0.56,55%,57%,17107,208
5652,-88.930205,37.815708,250,0.56,55%,57%,17199,140
5653,-88.63989,40.880124,447,0.6,60%,61%,17105,270
5654,-85.103127,41.096597,458,0.58,57%,59%,18003,266
5655,-81.414621,40.785354,493,0.56,55%,56%,39151,274
5656,-83.807147,39.903279,109,0.56,55%,57%,39023,61
5657,-83.441665,39.882311,217,0.65,64%,66%,39097,141
5658,-84.310198,32.880686,442,0.63,63%,64%,13293,279
5659,-94.542191,39.112237,408,0.52,52%,53%,29095,214
5660,-84.477559,38.044941,157,0.67,66%,68%,21067,106
5661,-83.767884,37.151689,60,0.79,78%,80%,21051,47
5662,-84.354656,39.62806,58,0.61,59%,63%,39113,35
5663,-81.831663,26.646203,192,0.3,29%,31%,12071,58
5663,-81.831663,26.646203,192,0.3,29%,31%,12071,58
5665,-82.315598,29.632805,628,0.66,65%,67%,12001,414
5666,-81.951896,33.460651,590,0.65,65%,66%,13245,385
5667,-84.027904,33.671119,232,0.46,45%,47%,13247,106
5668,-84.484701,34.235065,351,0.53,52%,54%,13057,186
5669,-84.024148,32.321346,0,0,0%,0%,13193,0
5670,-84.792613,34.162048,524,0.45,44%,46%,13015,236
5671,-85.171524,34.237084,379,0.7,69%,70%,13115,264
5672,-157.878268,21.339388,1176,0.06,6%,7%,15003,76
5673,-83.415143,34.871008,174,0.62,61%,63%,13241,108
5674,-89.643162,42.603415,91,0.15,14%,16%,55045,14
5675,-98.481053,26.238174,205,0.06,5%,6%,48215,11
5676,-93.703829,32.030111,290,0.51,50%,52%,22031,149
5677,-84.168569,37.990435,386,0.68,67%,69%,21049,263
5678,-71.436015,41.820036,203,0.21,20%,21%,44007,42
5679,-95.368143,29.837736,623,0.71,71%,72%,48201,443
5680,-95.382674,29.720592,1327,0.7,70%,70%,48201,926
5681,-95.382381,29.75438,271,0.51,50%,51%,48201,137
5682,-92.170046,46.804419,0,0,0%,0%,27137,0
5683,-92.629521,32.531971,573,0.47,46%,47%,22061,269
5684,-81.073952,32.058623,132,0.45,44%,46%,13051,60
5685,-81.100022,32.082381,818,0.68,68%,69%,13051,559
5686,-93.82022,32.461652,372,0.58,57%,58%,22017,214
5687,-91.926347,30.406864,331,0.56,56%,57%,22097,187
5688,-81.943398,34.965358,53,0.66,64%,68%,45083,35
5689,-89.438746,42.707489,30,0.34,31%,36%,55045,10
5690,-81.941898,34.93798,0,0,0%,0%,45083,0
5691,-119.783593,39.541448,121,0.22,21%,23%,32031,27
5692,-115.093381,36.16011,178,0.54,53%,55%,32003,95
5693,-78.861187,42.873059,310,0.25,25%,26%,36029,78
5694,-66.081335,18.448081,362,0.26,25%,27%,72127,94
5695,-88.332761,46.099181,204,0.58,57%,59%,26071,118
5696,-79.243251,42.096192,41,0.44,42%,47%,36013,18
5697,-86.748221,33.824831,425,0.65,64%,66%,1073,276
5698,-78.92019,40.324056,182,0.39,38%,40%,42021,72
5699,-87.861696,41.123314,105,0.8,79%,81%,17091,84
5700,-94.668743,39.068486,694,0.52,51%,52%,20209,360
5701,-119.64449,36.320261,514,0.31,31%,32%,6031,161
5702,-82.553695,36.536977,98,0.67,65%,68%,47163,65
5703,-76.176894,42.597652,242,0.39,38%,40%,36023,95
5704,-122.307383,47.77345,436,0.3,29%,31%,53033,131
5705,-122.121335,47.679327,38,0.22,20%,24%,53033,8
5706,-87.553616,33.18746,40,0.69,68%,71%,1125,28
5706,-87.553616,33.18746,40,0.69,68%,71%,1125,28
5708,-77.722674,39.638947,359,0.52,52%,53%,24043,188
5709,-77.746816,39.629582,784,0.54,53%,54%,24043,420
5710,-76.323244,37.03143,0,0,0%,0%,51650,0
5711,-77.047284,38.813357,58,0.49,47%,51%,51510,29
5712,-80.080741,40.409838,0,0,0%,0%,42003,0
5713,-75.451324,40.61424,138,0.2,19%,21%,42077,28
5714,-75.443593,40.592186,0,0,0%,0%,42077,0
5715,-84.658473,43.391558,261,0.42,41%,42%,26057,109
5716,-99.38173,41.28709,15,0.43,39%,47%,31041,6
5717,-88.084654,44.446743,133,0.32,31%,34%,55009,43
5718,-80.920368,35.209393,68,0,0%,0%,37119,0
5719,-91.611302,35.763126,23,0.04,3%,5%,5063,1
5720,-104.807833,38.886556,602,0.56,56%,57%,8041,340
5721,-81.020874,34.014329,1014,0.67,67%,68%,45079,681
5722,-84.939769,32.421756,18,0.05,4%,6%,13215,1
5723,-83.797031,31.981909,311,0.61,60%,62%,13081,191
5724,-85.764394,32.841567,148,0.68,67%,69%,1123,100
5725,-84.448728,33.693142,0,0,0%,0%,13121,0
5726,-84.727937,31.561144,152,0.65,64%,66%,13037,98
5727,-75.094631,39.943837,95,0,0%,0%,34007,0
5728,-106.307859,31.708367,846,0.08,8%,9%,48141,70
5729,-91.970954,34.538561,250,0.5,49%,51%,5085,126
5730,-80.020126,42.138731,1392,0.38,38%,39%,42049,532
5731,-84.574099,33.564594,68,0.58,56%,59%,13121,39
5732,-94.164529,36.062753,433,0.67,67%,68%,5143,292
5733,-118.231121,34.06358,1127,0.1,10%,11%,6037,118
5734,-118.283307,33.743294,1378,0.18,18%,18%,6037,247
5735,-85.714372,34.454921,350,0.53,52%,54%,1049,184
5736,-83.677746,32.830151,969,0.62,62%,62%,13021,601
5737,-79.841356,40.350261,130,0.44,43%,45%,42003,58
5738,-82.908782,32.060843,170,0.77,76%,78%,13271,131
5739,-85.474268,34.48967,29,0.41,38%,43%,13055,12
5740,-83.07315,42.348346,39,0.75,73%,77%,26163,29
5741,-83.071074,42.347449,110,0.6,59%,62%,26163,66
5742,-74.547444,40.885437,63,0.05,5%,6%,34027,3
5743,-70.864615,43.191891,96,0.34,33%,35%,33017,33
5744,-75.530924,39.165087,0,0,0%,0%,10001,0
5745,-71.360065,41.82378,164,0.15,14%,16%,44007,25
5746,-76.600699,39.228762,1188,0.78,78%,78%,24510,927
5747,-76.594252,39.29261,200,0.37,36%,38%,24510,73
5747,-76.594252,39.29261,200,0.37,36%,38%,24510,73
5749,-72.896638,41.312897,214,0.37,36%,37%,9009,78
5750,-78.983611,34.641651,666,0.79,78%,79%,37155,524
5751,-84.813684,33.376797,267,0.67,66%,68%,13077,179
5752,-97.72799,33.781218,123,0.35,34%,36%,48337,43
5753,-73.417663,41.088414,432,0.15,14%,15%,9001,63
5754,-79.684776,41.421705,150,0.53,52%,54%,42121,80
5755,-97.525974,35.410904,207,0.5,49%,51%,40109,104
5756,-80.020224,40.454148,128,0.67,66%,68%,42003,86
5757,-79.986417,40.392454,63,0.43,41%,45%,42003,27
5758,-84.74217,33.388389,161,0.25,24%,26%,13077,40
5759,-76.199874,40.686883,120,0.39,38%,40%,42107,47
5760,-86.466141,32.455008,300,0.52,51%,53%,1001,156
5761,-82.137757,38.839449,267,0.58,57%,58%,54053,154
5762,-78.647485,35.78638,296,0.37,37%,38%,37183,110
5763,-78.628963,35.772372,146,0.4,39%,41%,37183,59
5764,-80.679664,40.077322,256,0.74,74%,75%,54069,191
5765,-95.302297,34.917013,51,0.45,43%,46%,40077,23
5766,-87.393024,39.501163,537,0.63,63%,64%,18167,341
5767,-80.246981,36.112074,47,0.16,14%,18%,37067,7
5768,-80.231289,36.126186,544,0.81,81%,82%,37067,441
5769,-80.250806,36.100567,209,0.86,86%,87%,37067,181
5770,-80.218212,36.043723,108,0.49,48%,51%,37067,53
5771,-76.781206,39.982402,78,0.21,20%,23%,42133,17
5772,-76.63783,39.33125,75,0.82,81%,84%,24510,62
5773,-97.473042,31.052143,219,0.51,50%,52%,48027,112
5774,-95.209296,33.468683,55,0.26,24%,28%,48387,14
5775,-99.329494,31.135638,271,0.29,28%,30%,48307,79
5776,-94.183693,31.779526,97,0.59,58%,61%,48419,57
5777,-87.983482,37.54054,97,0.36,35%,38%,21225,35
5778,-80.323926,33.925463,522,0.61,60%,62%,45085,318
5779,-94.082128,33.429522,134,0.74,73%,75%,48037,100
5780,-77.569926,39.755555,191,0.55,54%,56%,42055,105
5781,-89.500284,37.627988,213,0.59,58%,60%,17077,125
5782,-77.914615,35.726554,439,0.73,73%,74%,37195,321
5783,-89.213713,37.725361,70,0.61,59%,62%,17077,43
5784,-78.970432,40.94461,189,0.61,60%,62%,42065,115
5785,-118.833077,35.200202,32,0.13,11%,15%,6029,4
5786,-118.841574,35.197288,152,0.06,6%,7%,6029,10
5787,-76.432559,40.334655,394,0.21,20%,21%,42075,82
5788,-119.234753,34.448336,105,0.47,46%,48%,6111,49
5789,-89.131273,37.840158,298,0.48,48%,49%,17199,144
5790,-89.223003,37.814805,228,0.62,62%,63%,17077,142
5791,-92.192883,30.949491,228,0.5,49%,51%,22009,114
5792,-92.688335,30.484775,34,0.34,31%,36%,22053,11
5793,-102.632518,40.641935,25,0.33,29%,36%,8095,8
5794,-93.143386,32.965611,206,0.6,59%,61%,22027,124
5795,-85.847281,33.619225,154,0.71,70%,72%,1015,109
5796,-70.862022,42.0406,0,0,0%,0%,25023,0
5797,-84.864477,36.838537,199,0.53,52%,54%,21231,105
5798,-79.985416,32.862659,369,0.71,71%,72%,45019,263
5799,-90.080816,29.94379,395,0.49,49%,50%,22071,194
5800,-84.566902,37.878762,91,0.76,75%,77%,21113,69
5801,-88.620178,37.069747,731,0.57,56%,57%,21145,414
5802,-82.808211,37.80732,286,0.63,62%,63%,21115,180
5803,-83.710114,36.76663,405,0.63,63%,64%,21013,257
5804,-122.414202,37.805378,360,0.26,25%,27%,6075,94
5805,-122.441622,37.784396,203,0.47,46%,48%,6075,95
5806,-122.411545,37.74878,416,0.22,22%,23%,6075,92
5807,-104.976736,39.747973,197,0.26,25%,27%,8031,51
5808,-105.003409,39.780015,901,0.33,32%,33%,8031,295
5809,-90.491662,46.010703,42,0.17,16%,19%,55003,7
5810,-95.122025,39.56187,265,0.56,56%,57%,20005,149
5811,-101.043458,39.800272,26,0.41,39%,44%,20153,11
5812,-78.678236,43.179761,339,0.37,36%,37%,36063,124
5813,-91.85416,47.904739,153,0.46,45%,47%,27137,71
5814,-95.725476,44.948514,61,0.19,18%,20%,27023,12
5815,-95.901721,45.58112,35,0.35,33%,37%,27149,12
5816,-95.625928,44.236058,60,0.1,10%,11%,27083,6
5817,-91.63398,44.050362,135,0.53,52%,54%,27169,71
5818,-86.080645,39.814807,910,0.68,68%,69%,18097,622
5819,-83.320016,42.277184,951,0.71,70%,71%,26163,672
5820,-82.622019,36.556229,326,0.73,73%,74%,47073,240
5821,-98.541544,43.159052,76,0.68,67%,70%,46023,52
5822,-94.447647,36.611385,26,0.63,61%,66%,29119,16
5823,-84.601314,42.767964,601,0.51,50%,52%,26065,307
5824,-84.555717,42.76564,687,0.58,57%,58%,26065,396
5825,-71.168862,42.712577,414,0.06,5%,6%,25009,24
5826,-72.251301,43.643086,220,0.12,11%,13%,33009,26
5827,-92.663413,37.685302,242,0.49,48%,50%,29105,118
5828,-83.442902,41.812458,190,0.7,69%,71%,26115,133
5829,-79.209183,37.408763,335,0.68,67%,69%,51680,228
5830,-82.118007,30.285804,195,0.6,59%,61%,12003,118
5831,-89.39091,43.054147,541,0.37,37%,38%,55025,202
5832,-73.93421,40.774795,3077,0.1,9%,10%,36081,295
5833,-73.982041,40.698484,3220,0.09,8%,9%,36047,275
5834,-73.918238,40.852713,1636,0.05,5%,5%,36005,82
5835,-77.425436,35.47723,367,0.61,60%,61%,37147,222
5836,-97.321606,30.112671,71,0.25,24%,27%,48021,18
5837,-85.202282,42.334836,242,0.56,55%,57%,26025,136
5838,-96.806631,41.93306,22,0.38,35%,41%,31039,8
5839,-76.719934,34.724702,0,0,0%,0%,37031,0
5840,-74.389114,41.71429,107,0.1,9%,11%,36111,11
5841,-111.551856,32.756607,88,0.39,37%,41%,4021,34
5842,-82.717166,41.454143,334,0.68,67%,68%,39043,226
5843,-97.430276,35.449499,103,0.7,69%,72%,40109,73
5844,-82.567995,27.490086,0,0,0%,0%,12081,0
5845,-85.382809,31.229547,334,0.65,65%,66%,1069,218
5846,-85.382096,31.236687,429,0.58,57%,59%,1069,248
5847,-96.589543,35.991478,262,0.43,42%,44%,40037,113
5848,-82.918814,32.526092,281,0.64,63%,64%,13175,179
5849,-84.433087,33.67375,104,0.49,47%,50%,13121,51
5850,-80.164181,26.120084,66,0.5,49%,52%,12011,33
5851,-104.810306,40.078572,132,0.26,25%,28%,8123,35
5852,-80.746228,28.360104,704,0.55,55%,56%,12009,388
5853,-104.707673,38.691173,41,0.4,37%,43%,8041,16
5854,-96.488184,31.028699,69,0.59,58%,60%,48395,41
5855,-78.934105,39.654002,174,0.56,55%,57%,24001,98
5856,-83.828056,34.28545,623,0.35,35%,36%,13139,218
5857,-83.82071,34.295257,556,0.39,39%,40%,13139,219
5858,-92.111833,46.794834,27,0.87,85%,90%,27137,24
5859,-122.979381,45.514617,782,0.4,39%,40%,41067,311
5860,-76.505464,42.446083,308,0.17,16%,17%,36109,52
5861,-88.848458,35.658136,232,0.61,60%,62%,47113,141
5862,-88.814951,35.623331,104,0.05,5%,6%,47113,6
5863,-81.67964,30.372046,220,0.64,63%,65%,12031,141
5864,-81.664234,30.359679,342,0.66,65%,67%,12031,225
5865,-81.538685,30.278008,517,0.62,61%,62%,12031,320
5866,-92.269144,42.457063,101,0.42,41%,44%,19013,43
5867,-97.185439,40.136404,70,0.35,34%,37%,31095,25
5868,-80.111962,39.488732,361,0.61,61%,62%,54049,222
5869,-71.184337,41.683807,721,0.34,34%,35%,25005,247
5870,-88.230268,40.126319,79,0.52,50%,53%,17019,41
5871,-81.060679,29.230965,98,0.59,57%,60%,12127,57
5872,-95.700763,33.37366,171,0.55,54%,57%,48119,95
5873,-84.524917,39.060275,20,0.47,44%,51%,21117,9
5874,-93.227115,35.028365,185,0.46,45%,47%,5149,84
5875,-74.226672,40.766787,0,0,0%,0%,34013,0
